time,measurement,field,value,result,table,agent,level,metric,host,metric_type,datacenter,source,project
2025-09-04 16:09:49.046290+00:00,system_metrics,disk_io,327.53246935100253,_result,11,,,,server-2,,dc-1,,
2025-09-04 16:09:49.046290+00:00,system_metrics,network_in,9355.589649140044,_result,13,,,,server-2,,dc-1,,
2025-09-04 16:09:49.046290+00:00,system_metrics,network_out,2556.3612835315816,_result,14,,,,server-2,,dc-1,,
2025-09-04 16:09:49.046290+00:00,system_metrics,temperature,73.61496110550274,_result,15,,,,server-2,,dc-1,,
2025-09-04 16:09:49.046290+00:00,system_metrics,cpu_usage,32.55749015532332,_result,10,,,,server-2,,dc-1,,
2025-09-04 16:09:54.046290+00:00,system_metrics,memory_usage,53.46654898858492,_result,36,,,,server-3,,dc-2,,
2025-09-04 16:09:54.046290+00:00,system_metrics,disk_io,616.2527070460471,_result,35,,,,server-3,,dc-2,,
2025-09-04 16:09:54.046290+00:00,system_metrics,cpu_usage,46.503867763749874,_result,34,,,,server-3,,dc-2,,
2025-09-04 16:09:54.046290+00:00,system_metrics,temperature,75.99642170036783,_result,39,,,,server-3,,dc-2,,
2025-09-04 16:09:54.046290+00:00,system_metrics,network_in,4021.7018582197657,_result,37,,,,server-3,,dc-2,,
2025-09-04 16:09:54.046290+00:00,system_metrics,network_out,4377.641093937567,_result,38,,,,server-3,,dc-2,,
2025-09-04 16:09:59.046290+00:00,system_metrics,temperature,65.88317466537866,_result,9,,,,server-1,,dc-1,,
2025-09-04 16:09:59.046290+00:00,system_metrics,disk_io,878.124739348407,_result,5,,,,server-1,,dc-1,,
2025-09-04 16:09:59.046290+00:00,system_metrics,cpu_usage,47.78705250331311,_result,4,,,,server-1,,dc-1,,
2025-09-04 16:09:59.046290+00:00,system_metrics,network_out,2811.935518371742,_result,8,,,,server-1,,dc-1,,
2025-09-04 16:09:59.046290+00:00,system_metrics,memory_usage,54.81333161122909,_result,6,,,,server-1,,dc-1,,
2025-09-04 16:09:59.046290+00:00,system_metrics,network_in,2727.9198200844316,_result,7,,,,server-1,,dc-1,,
2025-09-04 16:10:04.046290+00:00,system_metrics,temperature,72.85851512118552,_result,33,,,,server-2,,dc-2,,
2025-09-04 16:10:04.046290+00:00,system_metrics,network_out,1949.4095990818348,_result,32,,,,server-2,,dc-2,,
2025-09-04 16:10:04.046290+00:00,system_metrics,network_in,3599.9430885009424,_result,31,,,,server-2,,dc-2,,
2025-09-04 16:10:04.046290+00:00,system_metrics,memory_usage,61.660239650253786,_result,30,,,,server-2,,dc-2,,
2025-09-04 16:10:04.046290+00:00,system_metrics,disk_io,390.79734484487625,_result,29,,,,server-2,,dc-2,,
2025-09-04 16:10:04.046290+00:00,system_metrics,cpu_usage,39.98655242932064,_result,28,,,,server-2,,dc-2,,
2025-09-04 16:10:09.046290+00:00,system_metrics,network_out,2098.942329561941,_result,20,,,,server-3,,dc-1,,
2025-09-04 16:10:09.046290+00:00,system_metrics,memory_usage,71.77239779432699,_result,18,,,,server-3,,dc-1,,
2025-09-04 16:10:09.046290+00:00,system_metrics,network_in,7255.283664791044,_result,19,,,,server-3,,dc-1,,
2025-09-04 16:10:09.046290+00:00,system_metrics,disk_io,277.2978232353579,_result,17,,,,server-3,,dc-1,,
2025-09-04 16:10:09.046290+00:00,system_metrics,cpu_usage,53.751490295745384,_result,16,,,,server-3,,dc-1,,
2025-09-04 16:10:09.046290+00:00,system_metrics,temperature,62.640305095945166,_result,21,,,,server-3,,dc-1,,
2025-09-04 16:10:14.046290+00:00,system_metrics,temperature,71.22710216233213,_result,27,,,,server-1,,dc-2,,
2025-09-04 16:10:14.046290+00:00,system_metrics,network_out,4853.908607579248,_result,26,,,,server-1,,dc-2,,
2025-09-04 16:10:14.046290+00:00,system_metrics,memory_usage,74.46451354667609,_result,24,,,,server-1,,dc-2,,
2025-09-04 16:10:14.046290+00:00,system_metrics,disk_io,495.7084882039484,_result,23,,,,server-1,,dc-2,,
2025-09-04 16:10:14.046290+00:00,system_metrics,network_in,6842.199260660497,_result,25,,,,server-1,,dc-2,,
2025-09-04 16:10:14.046290+00:00,system_metrics,cpu_usage,65.98049901841232,_result,22,,,,server-1,,dc-2,,
2025-09-04 16:10:19.046290+00:00,system_metrics,network_out,4367.6738309419125,_result,14,,,,server-2,,dc-1,,
2025-09-04 16:10:19.046290+00:00,system_metrics,disk_io,125.39738605299638,_result,11,,,,server-2,,dc-1,,
2025-09-04 16:10:19.046290+00:00,system_metrics,temperature,67.37565959905676,_result,15,,,,server-2,,dc-1,,
2025-09-04 16:10:19.046290+00:00,system_metrics,cpu_usage,31.979545200824546,_result,10,,,,server-2,,dc-1,,
2025-09-04 16:10:19.046290+00:00,system_metrics,network_in,2999.4614816509284,_result,13,,,,server-2,,dc-1,,
2025-09-04 16:10:19.046290+00:00,system_metrics,memory_usage,78.82192401232874,_result,12,,,,server-2,,dc-1,,
2025-09-04 16:10:24.046290+00:00,system_metrics,temperature,73.8015867439973,_result,39,,,,server-3,,dc-2,,
2025-09-04 16:10:24.046290+00:00,system_metrics,network_in,7381.283024426477,_result,37,,,,server-3,,dc-2,,
2025-09-04 16:10:24.046290+00:00,system_metrics,network_out,4385.670972462072,_result,38,,,,server-3,,dc-2,,
2025-09-04 16:10:24.046290+00:00,system_metrics,memory_usage,76.10972073783253,_result,36,,,,server-3,,dc-2,,
2025-09-04 16:10:24.046290+00:00,system_metrics,cpu_usage,78.81684156722832,_result,34,,,,server-3,,dc-2,,
2025-09-04 16:10:24.046290+00:00,system_metrics,disk_io,681.2832415812494,_result,35,,,,server-3,,dc-2,,
2025-09-04 16:10:29.046290+00:00,system_metrics,network_out,2816.435438990125,_result,8,,,,server-1,,dc-1,,
2025-09-04 16:10:29.046290+00:00,system_metrics,temperature,76.13564989318003,_result,9,,,,server-1,,dc-1,,
2025-09-04 16:10:29.046290+00:00,system_metrics,cpu_usage,46.285423634087685,_result,4,,,,server-1,,dc-1,,
2025-09-04 16:10:29.046290+00:00,system_metrics,network_in,3889.2369389300807,_result,7,,,,server-1,,dc-1,,
2025-09-04 16:10:29.046290+00:00,system_metrics,disk_io,689.9087756656178,_result,5,,,,server-1,,dc-1,,
2025-09-04 16:10:29.046290+00:00,system_metrics,memory_usage,59.33487775297977,_result,6,,,,server-1,,dc-1,,
2025-09-04 16:10:34.046290+00:00,system_metrics,network_out,995.7819740735382,_result,32,,,,server-2,,dc-2,,
2025-09-04 16:10:34.046290+00:00,system_metrics,cpu_usage,75.01663661470721,_result,28,,,,server-2,,dc-2,,
2025-09-04 16:10:34.046290+00:00,system_metrics,temperature,70.53373067360809,_result,33,,,,server-2,,dc-2,,
2025-09-04 16:10:34.046290+00:00,system_metrics,memory_usage,40.79640607310422,_result,30,,,,server-2,,dc-2,,
2025-09-04 16:10:34.046290+00:00,system_metrics,disk_io,316.36656263696034,_result,29,,,,server-2,,dc-2,,
2025-09-04 16:10:34.046290+00:00,system_metrics,network_in,9136.885664620608,_result,31,,,,server-2,,dc-2,,
2025-09-04 16:10:39.046290+00:00,system_metrics,disk_io,205.35503815052817,_result,17,,,,server-3,,dc-1,,
2025-09-04 16:10:39.046290+00:00,system_metrics,cpu_usage,76.88142807818718,_result,16,,,,server-3,,dc-1,,
2025-09-04 16:10:39.046290+00:00,system_metrics,temperature,78.41545970083695,_result,21,,,,server-3,,dc-1,,
2025-09-04 16:10:39.046290+00:00,system_metrics,network_out,4999.5179146489645,_result,20,,,,server-3,,dc-1,,
2025-09-04 16:10:39.046290+00:00,system_metrics,network_in,2374.943564233856,_result,19,,,,server-3,,dc-1,,
2025-09-04 16:10:39.046290+00:00,system_metrics,memory_usage,65.79775420302532,_result,18,,,,server-3,,dc-1,,
2025-09-04 16:10:44.046290+00:00,system_metrics,network_out,3254.24235794286,_result,26,,,,server-1,,dc-2,,
2025-09-04 16:10:44.046290+00:00,system_metrics,network_in,9418.393511265223,_result,25,,,,server-1,,dc-2,,
2025-09-04 16:10:44.046290+00:00,system_metrics,memory_usage,68.82685177940668,_result,24,,,,server-1,,dc-2,,
2025-09-04 16:10:44.046290+00:00,system_metrics,disk_io,331.1981185483378,_result,23,,,,server-1,,dc-2,,
2025-09-04 16:10:44.046290+00:00,system_metrics,cpu_usage,47.07002521903135,_result,22,,,,server-1,,dc-2,,
2025-09-04 16:10:44.046290+00:00,system_metrics,temperature,74.27235126259325,_result,27,,,,server-1,,dc-2,,
2025-09-04 16:10:49.046290+00:00,system_metrics,temperature,78.07278010611435,_result,15,,,,server-2,,dc-1,,
2025-09-04 16:10:49.046290+00:00,system_metrics,network_in,4092.452488261995,_result,13,,,,server-2,,dc-1,,
2025-09-04 16:10:49.046290+00:00,system_metrics,memory_usage,69.67101631238083,_result,12,,,,server-2,,dc-1,,
2025-09-04 16:10:49.046290+00:00,system_metrics,cpu_usage,49.48077421755083,_result,10,,,,server-2,,dc-1,,
2025-09-04 16:10:49.046290+00:00,system_metrics,disk_io,262.48012357284495,_result,11,,,,server-2,,dc-1,,
2025-09-04 16:10:49.046290+00:00,system_metrics,network_out,2216.549345919714,_result,14,,,,server-2,,dc-1,,
2025-09-04 16:10:54.046290+00:00,system_metrics,network_in,3259.5056081489165,_result,37,,,,server-3,,dc-2,,
2025-09-04 16:10:54.046290+00:00,system_metrics,disk_io,350.02221666668055,_result,35,,,,server-3,,dc-2,,
2025-09-04 16:10:54.046290+00:00,system_metrics,temperature,69.4716269247153,_result,39,,,,server-3,,dc-2,,
2025-09-04 16:10:54.046290+00:00,system_metrics,network_out,4789.999716765099,_result,38,,,,server-3,,dc-2,,
2025-09-04 16:10:54.046290+00:00,system_metrics,cpu_usage,35.88651371979603,_result,34,,,,server-3,,dc-2,,
2025-09-04 16:10:54.046290+00:00,system_metrics,memory_usage,41.70947154705273,_result,36,,,,server-3,,dc-2,,
2025-09-04 16:10:59.046290+00:00,system_metrics,cpu_usage,54.94816276872935,_result,4,,,,server-1,,dc-1,,
2025-09-04 16:10:59.046290+00:00,system_metrics,disk_io,851.9653059711185,_result,5,,,,server-1,,dc-1,,
2025-09-04 16:10:59.046290+00:00,system_metrics,network_in,7391.958021588773,_result,7,,,,server-1,,dc-1,,
2025-09-04 16:10:59.046290+00:00,system_metrics,temperature,63.301530383254274,_result,9,,,,server-1,,dc-1,,
2025-09-04 16:10:59.046290+00:00,system_metrics,network_out,4906.935171755989,_result,8,,,,server-1,,dc-1,,
2025-09-04 16:10:59.046290+00:00,system_metrics,memory_usage,52.62125855281576,_result,6,,,,server-1,,dc-1,,
2025-09-04 16:11:04.046290+00:00,system_metrics,network_in,5461.438991420841,_result,31,,,,server-2,,dc-2,,
2025-09-04 16:11:04.046290+00:00,system_metrics,temperature,66.64841535581832,_result,33,,,,server-2,,dc-2,,
2025-09-04 16:11:04.046290+00:00,system_metrics,memory_usage,54.43199211797733,_result,30,,,,server-2,,dc-2,,
2025-09-04 16:11:04.046290+00:00,system_metrics,disk_io,762.4488707946663,_result,29,,,,server-2,,dc-2,,
2025-09-04 16:11:04.046290+00:00,system_metrics,network_out,2042.9479049360948,_result,32,,,,server-2,,dc-2,,
2025-09-04 16:11:04.046290+00:00,system_metrics,cpu_usage,59.3988609114519,_result,28,,,,server-2,,dc-2,,
2025-09-04 16:11:09.046290+00:00,system_metrics,cpu_usage,45.17010829159804,_result,16,,,,server-3,,dc-1,,
2025-09-04 16:11:09.046290+00:00,system_metrics,memory_usage,70.99528307450846,_result,18,,,,server-3,,dc-1,,
2025-09-04 16:11:09.046290+00:00,system_metrics,temperature,73.14378559112404,_result,21,,,,server-3,,dc-1,,
2025-09-04 16:11:09.046290+00:00,system_metrics,disk_io,154.96178606409825,_result,17,,,,server-3,,dc-1,,
2025-09-04 16:11:09.046290+00:00,system_metrics,network_in,7638.118228868829,_result,19,,,,server-3,,dc-1,,
2025-09-04 16:11:09.046290+00:00,system_metrics,network_out,2445.7252778947495,_result,20,,,,server-3,,dc-1,,
2025-09-04 16:11:14.046290+00:00,system_metrics,network_out,4741.479296987083,_result,26,,,,server-1,,dc-2,,
2025-09-04 16:11:14.046290+00:00,system_metrics,cpu_usage,32.49785562863722,_result,22,,,,server-1,,dc-2,,
2025-09-04 16:11:14.046290+00:00,system_metrics,disk_io,378.42968894225913,_result,23,,,,server-1,,dc-2,,
2025-09-04 16:11:14.046290+00:00,system_metrics,memory_usage,45.36827940429781,_result,24,,,,server-1,,dc-2,,
2025-09-04 16:11:14.046290+00:00,system_metrics,temperature,66.05209759613484,_result,27,,,,server-1,,dc-2,,
2025-09-04 16:11:14.046290+00:00,system_metrics,network_in,9523.93458402078,_result,25,,,,server-1,,dc-2,,
2025-09-04 16:11:19.046290+00:00,system_metrics,temperature,77.54359324395374,_result,15,,,,server-2,,dc-1,,
2025-09-04 16:11:19.046290+00:00,system_metrics,memory_usage,78.95450544853551,_result,12,,,,server-2,,dc-1,,
2025-09-04 16:11:19.046290+00:00,system_metrics,cpu_usage,39.316244392892955,_result,10,,,,server-2,,dc-1,,
2025-09-04 16:11:19.046290+00:00,system_metrics,network_out,2517.883664233701,_result,14,,,,server-2,,dc-1,,
2025-09-04 16:11:19.046290+00:00,system_metrics,network_in,5165.41388316904,_result,13,,,,server-2,,dc-1,,
2025-09-04 16:11:19.046290+00:00,system_metrics,disk_io,538.301840019169,_result,11,,,,server-2,,dc-1,,
2025-09-04 16:11:24.046290+00:00,system_metrics,network_in,5264.231561323589,_result,37,,,,server-3,,dc-2,,
2025-09-04 16:11:24.046290+00:00,system_metrics,cpu_usage,22.232465871704314,_result,34,,,,server-3,,dc-2,,
2025-09-04 16:11:24.046290+00:00,system_metrics,memory_usage,61.731789422577236,_result,36,,,,server-3,,dc-2,,
2025-09-04 16:11:24.046290+00:00,system_metrics,temperature,70.79008568541808,_result,39,,,,server-3,,dc-2,,
2025-09-04 16:11:24.046290+00:00,system_metrics,disk_io,112.10842035405184,_result,35,,,,server-3,,dc-2,,
2025-09-04 16:11:24.046290+00:00,system_metrics,network_out,4995.819154823998,_result,38,,,,server-3,,dc-2,,
2025-09-04 16:11:29.046290+00:00,system_metrics,network_out,931.5491644421036,_result,8,,,,server-1,,dc-1,,
2025-09-04 16:11:29.046290+00:00,system_metrics,memory_usage,65.7491328711813,_result,6,,,,server-1,,dc-1,,
2025-09-04 16:11:29.046290+00:00,system_metrics,disk_io,671.7541330388644,_result,5,,,,server-1,,dc-1,,
2025-09-04 16:11:29.046290+00:00,system_metrics,cpu_usage,32.58488531244602,_result,4,,,,server-1,,dc-1,,
2025-09-04 16:11:29.046290+00:00,system_metrics,network_in,5086.440060015082,_result,7,,,,server-1,,dc-1,,
2025-09-04 16:11:29.046290+00:00,system_metrics,temperature,64.99949200627479,_result,9,,,,server-1,,dc-1,,
2025-09-04 16:11:34.046290+00:00,system_metrics,memory_usage,41.69723165120305,_result,30,,,,server-2,,dc-2,,
2025-09-04 16:11:34.046290+00:00,system_metrics,network_in,1012.4765565192943,_result,31,,,,server-2,,dc-2,,
2025-09-04 16:11:34.046290+00:00,system_metrics,temperature,70.2548984246838,_result,33,,,,server-2,,dc-2,,
2025-09-04 16:11:34.046290+00:00,system_metrics,cpu_usage,53.694707214869624,_result,28,,,,server-2,,dc-2,,
2025-09-04 16:11:34.046290+00:00,system_metrics,disk_io,447.97058979906956,_result,29,,,,server-2,,dc-2,,
2025-09-04 16:11:34.046290+00:00,system_metrics,network_out,4092.7609335954576,_result,32,,,,server-2,,dc-2,,
2025-09-04 16:11:39.046290+00:00,system_metrics,network_in,5677.188276966915,_result,19,,,,server-3,,dc-1,,
2025-09-04 16:11:39.046290+00:00,system_metrics,network_out,2359.9004790345894,_result,20,,,,server-3,,dc-1,,
2025-09-04 16:11:39.046290+00:00,system_metrics,memory_usage,65.64530055831004,_result,18,,,,server-3,,dc-1,,
2025-09-04 16:11:39.046290+00:00,system_metrics,cpu_usage,47.87906412482795,_result,16,,,,server-3,,dc-1,,
2025-09-04 16:11:39.046290+00:00,system_metrics,disk_io,622.7583631548174,_result,17,,,,server-3,,dc-1,,
2025-09-04 16:11:39.046290+00:00,system_metrics,temperature,60.28521821778986,_result,21,,,,server-3,,dc-1,,
2025-09-04 16:11:44.046290+00:00,system_metrics,temperature,68.83448413343143,_result,27,,,,server-1,,dc-2,,
2025-09-04 16:11:44.046290+00:00,system_metrics,network_in,2556.056719139401,_result,25,,,,server-1,,dc-2,,
2025-09-04 16:11:44.046290+00:00,system_metrics,disk_io,239.15508595350587,_result,23,,,,server-1,,dc-2,,
2025-09-04 16:11:44.046290+00:00,system_metrics,cpu_usage,65.48093468954488,_result,22,,,,server-1,,dc-2,,
2025-09-04 16:11:44.046290+00:00,system_metrics,network_out,2470.934176814123,_result,26,,,,server-1,,dc-2,,
2025-09-04 16:11:44.046290+00:00,system_metrics,memory_usage,75.62355169938141,_result,24,,,,server-1,,dc-2,,
2025-09-04 16:11:49.046290+00:00,system_metrics,network_in,3667.97219499401,_result,13,,,,server-2,,dc-1,,
2025-09-04 16:11:49.046290+00:00,system_metrics,memory_usage,79.52592356299195,_result,12,,,,server-2,,dc-1,,
2025-09-04 16:11:49.046290+00:00,system_metrics,network_out,4832.140964475409,_result,14,,,,server-2,,dc-1,,
2025-09-04 16:11:49.046290+00:00,system_metrics,temperature,71.71203487897044,_result,15,,,,server-2,,dc-1,,
2025-09-04 16:11:49.046290+00:00,system_metrics,disk_io,518.9942124839085,_result,11,,,,server-2,,dc-1,,
2025-09-04 16:11:49.046290+00:00,system_metrics,cpu_usage,58.38383433151541,_result,10,,,,server-2,,dc-1,,
2025-09-04 16:11:54.046290+00:00,system_metrics,memory_usage,52.33975466885591,_result,36,,,,server-3,,dc-2,,
2025-09-04 16:11:54.046290+00:00,system_metrics,network_out,4932.863414356664,_result,38,,,,server-3,,dc-2,,
2025-09-04 16:11:54.046290+00:00,system_metrics,cpu_usage,79.78217609787552,_result,34,,,,server-3,,dc-2,,
2025-09-04 16:11:54.046290+00:00,system_metrics,temperature,69.99144652027574,_result,39,,,,server-3,,dc-2,,
2025-09-04 16:11:54.046290+00:00,system_metrics,network_in,7969.2607500539425,_result,37,,,,server-3,,dc-2,,
2025-09-04 16:11:54.046290+00:00,system_metrics,disk_io,657.1514743577459,_result,35,,,,server-3,,dc-2,,
2025-09-04 16:11:59.046290+00:00,system_metrics,network_out,565.6036394441966,_result,8,,,,server-1,,dc-1,,
2025-09-04 16:11:59.046290+00:00,system_metrics,cpu_usage,70.04526400581574,_result,4,,,,server-1,,dc-1,,
2025-09-04 16:11:59.046290+00:00,system_metrics,disk_io,657.1354494273314,_result,5,,,,server-1,,dc-1,,
2025-09-04 16:11:59.046290+00:00,system_metrics,memory_usage,44.60714268017663,_result,6,,,,server-1,,dc-1,,
2025-09-04 16:11:59.046290+00:00,system_metrics,network_in,4224.721354714353,_result,7,,,,server-1,,dc-1,,
2025-09-04 16:11:59.046290+00:00,system_metrics,temperature,69.02436137542217,_result,9,,,,server-1,,dc-1,,
2025-09-04 16:12:04.046290+00:00,system_metrics,disk_io,110.53880072461111,_result,29,,,,server-2,,dc-2,,
2025-09-04 16:12:04.046290+00:00,system_metrics,network_out,2443.07308792215,_result,32,,,,server-2,,dc-2,,
2025-09-04 16:12:04.046290+00:00,system_metrics,network_in,1794.3610904650195,_result,31,,,,server-2,,dc-2,,
2025-09-04 16:12:04.046290+00:00,system_metrics,cpu_usage,73.02854482244359,_result,28,,,,server-2,,dc-2,,
2025-09-04 16:12:04.046290+00:00,system_metrics,memory_usage,56.90898766714635,_result,30,,,,server-2,,dc-2,,
2025-09-04 16:12:04.046290+00:00,system_metrics,temperature,72.4943769705491,_result,33,,,,server-2,,dc-2,,
2025-09-04 16:12:09.046290+00:00,system_metrics,memory_usage,67.44444995947437,_result,18,,,,server-3,,dc-1,,
2025-09-04 16:12:09.046290+00:00,system_metrics,cpu_usage,54.28300143708026,_result,16,,,,server-3,,dc-1,,
2025-09-04 16:12:09.046290+00:00,system_metrics,temperature,78.34945932323669,_result,21,,,,server-3,,dc-1,,
2025-09-04 16:12:09.046290+00:00,system_metrics,network_out,2271.458312134342,_result,20,,,,server-3,,dc-1,,
2025-09-04 16:12:09.046290+00:00,system_metrics,disk_io,151.56996455416925,_result,17,,,,server-3,,dc-1,,
2025-09-04 16:12:09.046290+00:00,system_metrics,network_in,1045.9127172392136,_result,19,,,,server-3,,dc-1,,
2025-09-04 16:12:14.046290+00:00,system_metrics,cpu_usage,54.91068820122799,_result,22,,,,server-1,,dc-2,,
2025-09-04 16:12:14.046290+00:00,system_metrics,network_out,1471.4457953228002,_result,26,,,,server-1,,dc-2,,
2025-09-04 16:12:14.046290+00:00,system_metrics,memory_usage,69.71016029857024,_result,24,,,,server-1,,dc-2,,
2025-09-04 16:12:14.046290+00:00,system_metrics,network_in,5728.592531781295,_result,25,,,,server-1,,dc-2,,
2025-09-04 16:12:14.046290+00:00,system_metrics,temperature,70.28270238252516,_result,27,,,,server-1,,dc-2,,
2025-09-04 16:12:14.046290+00:00,system_metrics,disk_io,142.7275126187128,_result,23,,,,server-1,,dc-2,,
2025-09-04 16:12:19.046290+00:00,system_metrics,cpu_usage,47.882455151038414,_result,10,,,,server-2,,dc-1,,
2025-09-04 16:12:19.046290+00:00,system_metrics,memory_usage,62.01100396254425,_result,12,,,,server-2,,dc-1,,
2025-09-04 16:12:19.046290+00:00,system_metrics,disk_io,770.1517201878399,_result,11,,,,server-2,,dc-1,,
2025-09-04 16:12:19.046290+00:00,system_metrics,network_in,7286.236881510243,_result,13,,,,server-2,,dc-1,,
2025-09-04 16:12:19.046290+00:00,system_metrics,network_out,4050.015499209522,_result,14,,,,server-2,,dc-1,,
2025-09-04 16:12:19.046290+00:00,system_metrics,temperature,60.64719157263836,_result,15,,,,server-2,,dc-1,,
2025-09-04 16:12:24.046290+00:00,system_metrics,memory_usage,49.01642146555011,_result,36,,,,server-3,,dc-2,,
2025-09-04 16:12:24.046290+00:00,system_metrics,network_in,3376.353174210338,_result,37,,,,server-3,,dc-2,,
2025-09-04 16:12:24.046290+00:00,system_metrics,cpu_usage,65.32495503753921,_result,34,,,,server-3,,dc-2,,
2025-09-04 16:12:24.046290+00:00,system_metrics,disk_io,985.9299148226079,_result,35,,,,server-3,,dc-2,,
2025-09-04 16:12:24.046290+00:00,system_metrics,temperature,60.16697885495111,_result,39,,,,server-3,,dc-2,,
2025-09-04 16:12:24.046290+00:00,system_metrics,network_out,658.9788795072718,_result,38,,,,server-3,,dc-2,,
2025-09-04 16:12:29.046290+00:00,system_metrics,temperature,61.57653852109182,_result,9,,,,server-1,,dc-1,,
2025-09-04 16:12:29.046290+00:00,system_metrics,memory_usage,62.82317903104501,_result,6,,,,server-1,,dc-1,,
2025-09-04 16:12:29.046290+00:00,system_metrics,network_out,4257.10924800772,_result,8,,,,server-1,,dc-1,,
2025-09-04 16:12:29.046290+00:00,system_metrics,network_in,1592.4876115731183,_result,7,,,,server-1,,dc-1,,
2025-09-04 16:12:29.046290+00:00,system_metrics,disk_io,594.1684114195062,_result,5,,,,server-1,,dc-1,,
2025-09-04 16:12:29.046290+00:00,system_metrics,cpu_usage,23.064320254425347,_result,4,,,,server-1,,dc-1,,
2025-09-04 16:12:34.046290+00:00,system_metrics,temperature,75.14664306158903,_result,33,,,,server-2,,dc-2,,
2025-09-04 16:12:34.046290+00:00,system_metrics,network_out,1922.1197107695339,_result,32,,,,server-2,,dc-2,,
2025-09-04 16:12:34.046290+00:00,system_metrics,network_in,7839.553030121326,_result,31,,,,server-2,,dc-2,,
2025-09-04 16:12:34.046290+00:00,system_metrics,memory_usage,42.877595930460956,_result,30,,,,server-2,,dc-2,,
2025-09-04 16:12:34.046290+00:00,system_metrics,disk_io,605.3574962804113,_result,29,,,,server-2,,dc-2,,
