time,measurement,field,value,result,table,datacenter,host
2025-09-04 16:44:59.046290+00:00,system_metrics,cpu_usage,64.69517425528608,_result,0,dc-1,server-1
2025-09-04 16:45:29.046290+00:00,system_metrics,cpu_usage,34.53501590527985,_result,0,dc-1,server-1
2025-09-04 16:45:59.046290+00:00,system_metrics,cpu_usage,58.46816573394265,_result,0,dc-1,server-1
2025-09-04 16:46:29.046290+00:00,system_metrics,cpu_usage,33.58082403834598,_result,0,dc-1,server-1
2025-09-04 16:46:59.046290+00:00,system_metrics,cpu_usage,60.45075956214077,_result,0,dc-1,server-1
2025-09-04 16:47:29.046290+00:00,system_metrics,cpu_usage,49.33513966729781,_result,0,dc-1,server-1
2025-09-04 16:47:59.046290+00:00,system_metrics,cpu_usage,45.11284316654992,_result,0,dc-1,server-1
2025-09-04 16:48:29.046290+00:00,system_metrics,cpu_usage,23.928250914934196,_result,0,dc-1,server-1
2025-09-04 16:48:59.046290+00:00,system_metrics,cpu_usage,50.29676163237725,_result,0,dc-1,server-1
2025-09-04 16:49:29.046290+00:00,system_metrics,cpu_usage,47.193260852652934,_result,0,dc-1,server-1
2025-09-04 16:49:59.046290+00:00,system_metrics,cpu_usage,38.14082243268402,_result,0,dc-1,server-1
2025-09-04 16:50:29.046290+00:00,system_metrics,cpu_usage,39.5999941029531,_result,0,dc-1,server-1
2025-09-04 16:50:59.046290+00:00,system_metrics,cpu_usage,42.40596859512837,_result,0,dc-1,server-1
2025-09-04 16:26:59.046290+00:00,system_metrics,disk_io,553.2361878112442,_result,1,dc-1,server-1
2025-09-04 16:27:29.046290+00:00,system_metrics,disk_io,767.691081786084,_result,1,dc-1,server-1
2025-09-04 16:27:59.046290+00:00,system_metrics,disk_io,118.82628961869057,_result,1,dc-1,server-1
2025-09-04 16:28:29.046290+00:00,system_metrics,disk_io,592.1283010621959,_result,1,dc-1,server-1
2025-09-04 16:28:59.046290+00:00,system_metrics,disk_io,400.68416786307796,_result,1,dc-1,server-1
2025-09-04 16:29:29.046290+00:00,system_metrics,disk_io,405.2903316269846,_result,1,dc-1,server-1
2025-09-04 16:29:59.046290+00:00,system_metrics,disk_io,249.03221016595697,_result,1,dc-1,server-1
2025-09-04 16:30:29.046290+00:00,system_metrics,disk_io,367.5366199102558,_result,1,dc-1,server-1
2025-09-04 16:30:59.046290+00:00,system_metrics,disk_io,173.02982044072309,_result,1,dc-1,server-1
2025-09-04 16:31:29.046290+00:00,system_metrics,disk_io,570.9791034914417,_result,1,dc-1,server-1
2025-09-04 16:31:59.046290+00:00,system_metrics,disk_io,843.3592828670076,_result,1,dc-1,server-1
2025-09-04 16:32:29.046290+00:00,system_metrics,disk_io,345.9046687328116,_result,1,dc-1,server-1
2025-09-04 16:32:59.046290+00:00,system_metrics,disk_io,174.44776792993414,_result,1,dc-1,server-1
2025-09-04 16:33:29.046290+00:00,system_metrics,disk_io,731.6933103807385,_result,1,dc-1,server-1
2025-09-04 16:33:59.046290+00:00,system_metrics,disk_io,167.15515552553595,_result,1,dc-1,server-1
2025-09-04 16:34:29.046290+00:00,system_metrics,disk_io,776.880801455382,_result,1,dc-1,server-1
2025-09-04 16:34:59.046290+00:00,system_metrics,disk_io,262.9686499590075,_result,1,dc-1,server-1
2025-09-04 16:35:29.046290+00:00,system_metrics,disk_io,538.664124008325,_result,1,dc-1,server-1
2025-09-04 16:35:59.046290+00:00,system_metrics,disk_io,529.1355036774771,_result,1,dc-1,server-1
2025-09-04 16:36:29.046290+00:00,system_metrics,disk_io,839.2573417952933,_result,1,dc-1,server-1
2025-09-04 16:36:59.046290+00:00,system_metrics,disk_io,136.01977351096605,_result,1,dc-1,server-1
2025-09-04 16:37:29.046290+00:00,system_metrics,disk_io,133.78027595788393,_result,1,dc-1,server-1
2025-09-04 16:37:59.046290+00:00,system_metrics,disk_io,615.5254752237387,_result,1,dc-1,server-1
2025-09-04 16:38:29.046290+00:00,system_metrics,disk_io,437.77096983428976,_result,1,dc-1,server-1
2025-09-04 16:38:59.046290+00:00,system_metrics,disk_io,923.6864998835874,_result,1,dc-1,server-1
2025-09-04 16:39:29.046290+00:00,system_metrics,disk_io,140.92600120786264,_result,1,dc-1,server-1
2025-09-04 16:39:59.046290+00:00,system_metrics,disk_io,248.6499439632485,_result,1,dc-1,server-1
2025-09-04 16:40:29.046290+00:00,system_metrics,disk_io,424.04120138150824,_result,1,dc-1,server-1
2025-09-04 16:40:59.046290+00:00,system_metrics,disk_io,512.9705350951383,_result,1,dc-1,server-1
2025-09-04 16:41:29.046290+00:00,system_metrics,disk_io,120.02056199896262,_result,1,dc-1,server-1
2025-09-04 16:41:59.046290+00:00,system_metrics,disk_io,153.96103472913785,_result,1,dc-1,server-1
2025-09-04 16:42:29.046290+00:00,system_metrics,disk_io,388.26645097636805,_result,1,dc-1,server-1
2025-09-04 16:42:59.046290+00:00,system_metrics,disk_io,856.5699769474282,_result,1,dc-1,server-1
2025-09-04 16:43:29.046290+00:00,system_metrics,disk_io,784.2665062151781,_result,1,dc-1,server-1
2025-09-04 16:43:59.046290+00:00,system_metrics,disk_io,380.4056103191269,_result,1,dc-1,server-1
2025-09-04 16:44:29.046290+00:00,system_metrics,disk_io,430.30449033154656,_result,1,dc-1,server-1
2025-09-04 16:44:59.046290+00:00,system_metrics,disk_io,783.4177551856654,_result,1,dc-1,server-1
2025-09-04 16:45:29.046290+00:00,system_metrics,disk_io,478.37524397768084,_result,1,dc-1,server-1
2025-09-04 16:45:59.046290+00:00,system_metrics,disk_io,808.4990161494799,_result,1,dc-1,server-1
2025-09-04 16:46:29.046290+00:00,system_metrics,disk_io,201.78755720707593,_result,1,dc-1,server-1
2025-09-04 16:46:59.046290+00:00,system_metrics,disk_io,163.1802190867279,_result,1,dc-1,server-1
2025-09-04 16:47:29.046290+00:00,system_metrics,disk_io,909.5160855472958,_result,1,dc-1,server-1
2025-09-04 16:47:59.046290+00:00,system_metrics,disk_io,404.34237690995127,_result,1,dc-1,server-1
2025-09-04 16:48:29.046290+00:00,system_metrics,disk_io,126.51733323974065,_result,1,dc-1,server-1
2025-09-04 16:48:59.046290+00:00,system_metrics,disk_io,375.47149168044655,_result,1,dc-1,server-1
2025-09-04 16:49:29.046290+00:00,system_metrics,disk_io,665.9432250800955,_result,1,dc-1,server-1
2025-09-04 16:49:59.046290+00:00,system_metrics,disk_io,320.3673647705025,_result,1,dc-1,server-1
2025-09-04 16:50:29.046290+00:00,system_metrics,disk_io,208.16388332277998,_result,1,dc-1,server-1
2025-09-04 16:50:59.046290+00:00,system_metrics,disk_io,125.79771244147784,_result,1,dc-1,server-1
2025-09-04 16:26:59.046290+00:00,system_metrics,memory_usage,64.53914157400214,_result,2,dc-1,server-1
2025-09-04 16:27:29.046290+00:00,system_metrics,memory_usage,53.09360670718281,_result,2,dc-1,server-1
2025-09-04 16:27:59.046290+00:00,system_metrics,memory_usage,57.210202963441546,_result,2,dc-1,server-1
2025-09-04 16:28:29.046290+00:00,system_metrics,memory_usage,46.86659560849337,_result,2,dc-1,server-1
2025-09-04 16:28:59.046290+00:00,system_metrics,memory_usage,78.95189889286586,_result,2,dc-1,server-1
2025-09-04 16:29:29.046290+00:00,system_metrics,memory_usage,51.693927067177086,_result,2,dc-1,server-1
2025-09-04 16:29:59.046290+00:00,system_metrics,memory_usage,70.13857693178059,_result,2,dc-1,server-1
2025-09-04 16:30:29.046290+00:00,system_metrics,memory_usage,73.5495205906333,_result,2,dc-1,server-1
2025-09-04 16:30:59.046290+00:00,system_metrics,memory_usage,71.59234470118749,_result,2,dc-1,server-1
2025-09-04 16:31:29.046290+00:00,system_metrics,memory_usage,75.2427686883488,_result,2,dc-1,server-1
2025-09-04 16:31:59.046290+00:00,system_metrics,memory_usage,54.9400135684763,_result,2,dc-1,server-1
2025-09-04 16:32:29.046290+00:00,system_metrics,memory_usage,66.89756567546354,_result,2,dc-1,server-1
2025-09-04 16:32:59.046290+00:00,system_metrics,memory_usage,42.5370656500997,_result,2,dc-1,server-1
2025-09-04 16:33:29.046290+00:00,system_metrics,memory_usage,40.77363957717538,_result,2,dc-1,server-1
2025-09-04 16:33:59.046290+00:00,system_metrics,memory_usage,71.82652102997193,_result,2,dc-1,server-1
2025-09-04 16:34:29.046290+00:00,system_metrics,memory_usage,59.48632650703861,_result,2,dc-1,server-1
2025-09-04 16:34:59.046290+00:00,system_metrics,memory_usage,77.31724800245087,_result,2,dc-1,server-1
2025-09-04 16:35:29.046290+00:00,system_metrics,memory_usage,60.298538951754715,_result,2,dc-1,server-1
2025-09-04 16:35:59.046290+00:00,system_metrics,memory_usage,69.88080374339481,_result,2,dc-1,server-1
2025-09-04 16:36:29.046290+00:00,system_metrics,memory_usage,56.29581627711783,_result,2,dc-1,server-1
2025-09-04 16:36:59.046290+00:00,system_metrics,memory_usage,65.36021024940227,_result,2,dc-1,server-1
2025-09-04 16:37:29.046290+00:00,system_metrics,memory_usage,67.71590902389505,_result,2,dc-1,server-1
2025-09-04 16:37:59.046290+00:00,system_metrics,memory_usage,55.708840997364234,_result,2,dc-1,server-1
2025-09-04 16:38:29.046290+00:00,system_metrics,memory_usage,78.53380052477732,_result,2,dc-1,server-1
2025-09-04 16:38:59.046290+00:00,system_metrics,memory_usage,63.51407239559256,_result,2,dc-1,server-1
2025-09-04 16:39:29.046290+00:00,system_metrics,memory_usage,40.530629202081556,_result,2,dc-1,server-1
2025-09-04 16:39:59.046290+00:00,system_metrics,memory_usage,60.05218088594058,_result,2,dc-1,server-1
2025-09-04 16:40:29.046290+00:00,system_metrics,memory_usage,61.482315913330076,_result,2,dc-1,server-1
2025-09-04 16:40:59.046290+00:00,system_metrics,memory_usage,43.17074125440382,_result,2,dc-1,server-1
2025-09-04 16:41:29.046290+00:00,system_metrics,memory_usage,53.942691347653664,_result,2,dc-1,server-1
2025-09-04 16:41:59.046290+00:00,system_metrics,memory_usage,65.44606464312778,_result,2,dc-1,server-1
2025-09-04 16:42:29.046290+00:00,system_metrics,memory_usage,67.362712702115,_result,2,dc-1,server-1
2025-09-04 16:42:59.046290+00:00,system_metrics,memory_usage,65.2452858454491,_result,2,dc-1,server-1
2025-09-04 16:43:29.046290+00:00,system_metrics,memory_usage,71.05221926798365,_result,2,dc-1,server-1
2025-09-04 16:43:59.046290+00:00,system_metrics,memory_usage,53.86405868432379,_result,2,dc-1,server-1
2025-09-04 16:44:29.046290+00:00,system_metrics,memory_usage,67.02342692545807,_result,2,dc-1,server-1
2025-09-04 16:44:59.046290+00:00,system_metrics,memory_usage,60.82762650847132,_result,2,dc-1,server-1
2025-09-04 16:45:29.046290+00:00,system_metrics,memory_usage,73.43712624750319,_result,2,dc-1,server-1
2025-09-04 16:45:59.046290+00:00,system_metrics,memory_usage,70.74513817733947,_result,2,dc-1,server-1
2025-09-04 16:46:29.046290+00:00,system_metrics,memory_usage,54.217399488345436,_result,2,dc-1,server-1
2025-09-04 16:46:59.046290+00:00,system_metrics,memory_usage,61.400071488255435,_result,2,dc-1,server-1
2025-09-04 16:47:29.046290+00:00,system_metrics,memory_usage,51.935162750312074,_result,2,dc-1,server-1
2025-09-04 16:47:59.046290+00:00,system_metrics,memory_usage,54.41918581964422,_result,2,dc-1,server-1
2025-09-04 16:48:29.046290+00:00,system_metrics,memory_usage,69.98669166154727,_result,2,dc-1,server-1
2025-09-04 16:48:59.046290+00:00,system_metrics,memory_usage,59.45036517181721,_result,2,dc-1,server-1
2025-09-04 16:49:29.046290+00:00,system_metrics,memory_usage,69.91650124493023,_result,2,dc-1,server-1
2025-09-04 16:49:59.046290+00:00,system_metrics,memory_usage,55.241627964965346,_result,2,dc-1,server-1
2025-09-04 16:50:29.046290+00:00,system_metrics,memory_usage,40.71936607511497,_result,2,dc-1,server-1
2025-09-04 16:50:59.046290+00:00,system_metrics,memory_usage,79.36598348152006,_result,2,dc-1,server-1
2025-09-04 16:26:59.046290+00:00,system_metrics,network_in,3163.7700422721796,_result,3,dc-1,server-1
2025-09-04 16:27:29.046290+00:00,system_metrics,network_in,1967.1224695609235,_result,3,dc-1,server-1
2025-09-04 16:27:59.046290+00:00,system_metrics,network_in,7834.904739080032,_result,3,dc-1,server-1
2025-09-04 16:28:29.046290+00:00,system_metrics,network_in,9579.372729757812,_result,3,dc-1,server-1
2025-09-04 16:28:59.046290+00:00,system_metrics,network_in,5172.837095884724,_result,3,dc-1,server-1
2025-09-04 16:29:29.046290+00:00,system_metrics,network_in,6386.493210056395,_result,3,dc-1,server-1
2025-09-04 16:29:59.046290+00:00,system_metrics,network_in,7106.419158452487,_result,3,dc-1,server-1
2025-09-04 16:30:29.046290+00:00,system_metrics,network_in,6985.485032816636,_result,3,dc-1,server-1
2025-09-04 16:30:59.046290+00:00,system_metrics,network_in,5295.235193451865,_result,3,dc-1,server-1
2025-09-04 16:31:29.046290+00:00,system_metrics,network_in,8933.641934191426,_result,3,dc-1,server-1
2025-09-04 16:31:59.046290+00:00,system_metrics,network_in,7118.769537444937,_result,3,dc-1,server-1
2025-09-04 16:32:29.046290+00:00,system_metrics,network_in,3494.6913134071024,_result,3,dc-1,server-1
2025-09-04 16:32:59.046290+00:00,system_metrics,network_in,4868.25044457128,_result,3,dc-1,server-1
2025-09-04 16:33:29.046290+00:00,system_metrics,network_in,1508.1638549906963,_result,3,dc-1,server-1
2025-09-04 16:33:59.046290+00:00,system_metrics,network_in,9397.001227177487,_result,3,dc-1,server-1
2025-09-04 16:34:29.046290+00:00,system_metrics,network_in,1877.8566891173466,_result,3,dc-1,server-1
2025-09-04 16:34:59.046290+00:00,system_metrics,network_in,1075.1857108954985,_result,3,dc-1,server-1
2025-09-04 16:35:29.046290+00:00,system_metrics,network_in,8856.478542706069,_result,3,dc-1,server-1
2025-09-04 16:35:59.046290+00:00,system_metrics,network_in,5051.984553702556,_result,3,dc-1,server-1
2025-09-04 16:36:29.046290+00:00,system_metrics,network_in,8701.434636172142,_result,3,dc-1,server-1
2025-09-04 16:36:59.046290+00:00,system_metrics,network_in,2734.848321047041,_result,3,dc-1,server-1
2025-09-04 16:37:29.046290+00:00,system_metrics,network_in,2723.2826260407937,_result,3,dc-1,server-1
2025-09-04 16:37:59.046290+00:00,system_metrics,network_in,4701.273757597244,_result,3,dc-1,server-1
2025-09-04 16:38:29.046290+00:00,system_metrics,network_in,2370.6091176386362,_result,3,dc-1,server-1
2025-09-04 16:38:59.046290+00:00,system_metrics,network_in,1772.2419777729815,_result,3,dc-1,server-1
2025-09-04 16:39:29.046290+00:00,system_metrics,network_in,7842.530671990938,_result,3,dc-1,server-1
2025-09-04 16:39:59.046290+00:00,system_metrics,network_in,5341.294277726011,_result,3,dc-1,server-1
2025-09-04 16:40:29.046290+00:00,system_metrics,network_in,9786.39939951194,_result,3,dc-1,server-1
2025-09-04 16:40:59.046290+00:00,system_metrics,network_in,2649.5141921492886,_result,3,dc-1,server-1
2025-09-04 16:41:29.046290+00:00,system_metrics,network_in,5024.37111903135,_result,3,dc-1,server-1
2025-09-04 16:41:59.046290+00:00,system_metrics,network_in,9748.369843297845,_result,3,dc-1,server-1
2025-09-04 16:42:29.046290+00:00,system_metrics,network_in,2217.8668928874504,_result,3,dc-1,server-1
2025-09-04 16:42:59.046290+00:00,system_metrics,network_in,7972.8256446845535,_result,3,dc-1,server-1
2025-09-04 16:43:29.046290+00:00,system_metrics,network_in,2491.4689018419012,_result,3,dc-1,server-1
2025-09-04 16:43:59.046290+00:00,system_metrics,network_in,5505.805010163621,_result,3,dc-1,server-1
2025-09-04 16:44:29.046290+00:00,system_metrics,network_in,9325.898483003952,_result,3,dc-1,server-1
2025-09-04 16:44:59.046290+00:00,system_metrics,network_in,2700.851109147893,_result,3,dc-1,server-1
2025-09-04 16:45:29.046290+00:00,system_metrics,network_in,2835.8778076433564,_result,3,dc-1,server-1
2025-09-04 16:45:59.046290+00:00,system_metrics,network_in,5306.722423691031,_result,3,dc-1,server-1
2025-09-04 16:46:29.046290+00:00,system_metrics,network_in,7319.210667602406,_result,3,dc-1,server-1
2025-09-04 16:46:59.046290+00:00,system_metrics,network_in,2617.558355963959,_result,3,dc-1,server-1
2025-09-04 16:47:29.046290+00:00,system_metrics,network_in,2604.443506663526,_result,3,dc-1,server-1
2025-09-04 16:47:59.046290+00:00,system_metrics,network_in,7131.149779543212,_result,3,dc-1,server-1
2025-09-04 16:48:29.046290+00:00,system_metrics,network_in,4341.540456466209,_result,3,dc-1,server-1
2025-09-04 16:48:59.046290+00:00,system_metrics,network_in,8368.564846752382,_result,3,dc-1,server-1
2025-09-04 16:49:29.046290+00:00,system_metrics,network_in,5660.311837526355,_result,3,dc-1,server-1
2025-09-04 16:49:59.046290+00:00,system_metrics,network_in,1242.539268517126,_result,3,dc-1,server-1
2025-09-04 16:50:29.046290+00:00,system_metrics,network_in,7464.018284267079,_result,3,dc-1,server-1
2025-09-04 16:50:59.046290+00:00,system_metrics,network_in,6553.652803114707,_result,3,dc-1,server-1
2025-09-04 16:26:59.046290+00:00,system_metrics,network_out,3942.577884945888,_result,4,dc-1,server-1
2025-09-04 16:27:29.046290+00:00,system_metrics,network_out,2840.00411575668,_result,4,dc-1,server-1
2025-09-04 16:27:59.046290+00:00,system_metrics,network_out,2072.612699159291,_result,4,dc-1,server-1
2025-09-04 16:28:29.046290+00:00,system_metrics,network_out,4753.987109678703,_result,4,dc-1,server-1
2025-09-04 16:28:59.046290+00:00,system_metrics,network_out,1461.9479407687918,_result,4,dc-1,server-1
2025-09-04 16:29:29.046290+00:00,system_metrics,network_out,4862.470992685902,_result,4,dc-1,server-1
2025-09-04 16:29:59.046290+00:00,system_metrics,network_out,3447.5902692310347,_result,4,dc-1,server-1
2025-09-04 16:30:29.046290+00:00,system_metrics,network_out,1890.0043815931058,_result,4,dc-1,server-1
2025-09-04 16:30:59.046290+00:00,system_metrics,network_out,3664.032994358473,_result,4,dc-1,server-1
2025-09-04 16:31:29.046290+00:00,system_metrics,network_out,4754.76243920929,_result,4,dc-1,server-1
2025-09-04 16:31:59.046290+00:00,system_metrics,network_out,1781.1471920087183,_result,4,dc-1,server-1
2025-09-04 16:32:29.046290+00:00,system_metrics,network_out,3460.1294822283858,_result,4,dc-1,server-1
2025-09-04 16:32:59.046290+00:00,system_metrics,network_out,1589.5044579413284,_result,4,dc-1,server-1
2025-09-04 16:33:29.046290+00:00,system_metrics,network_out,3040.203044754801,_result,4,dc-1,server-1
2025-09-04 16:33:59.046290+00:00,system_metrics,network_out,2185.552766111679,_result,4,dc-1,server-1
2025-09-04 16:34:29.046290+00:00,system_metrics,network_out,528.5648368633856,_result,4,dc-1,server-1
2025-09-04 16:34:59.046290+00:00,system_metrics,network_out,2644.210451639914,_result,4,dc-1,server-1
2025-09-04 16:35:29.046290+00:00,system_metrics,network_out,4020.5787737506125,_result,4,dc-1,server-1
2025-09-04 16:35:59.046290+00:00,system_metrics,network_out,951.2336937432938,_result,4,dc-1,server-1
2025-09-04 16:36:29.046290+00:00,system_metrics,network_out,2981.0345503214517,_result,4,dc-1,server-1
2025-09-04 16:36:59.046290+00:00,system_metrics,network_out,4140.181434466826,_result,4,dc-1,server-1
2025-09-04 16:37:29.046290+00:00,system_metrics,network_out,2633.2896314739055,_result,4,dc-1,server-1
2025-09-04 16:37:59.046290+00:00,system_metrics,network_out,1576.3994591339099,_result,4,dc-1,server-1
2025-09-04 16:38:29.046290+00:00,system_metrics,network_out,4596.576103134736,_result,4,dc-1,server-1
2025-09-04 16:38:59.046290+00:00,system_metrics,network_out,2715.6847089443722,_result,4,dc-1,server-1
2025-09-04 16:39:29.046290+00:00,system_metrics,network_out,3434.8945469821406,_result,4,dc-1,server-1
2025-09-04 16:39:59.046290+00:00,system_metrics,network_out,973.556540548032,_result,4,dc-1,server-1
2025-09-04 16:40:29.046290+00:00,system_metrics,network_out,3472.7728448469725,_result,4,dc-1,server-1
2025-09-04 16:40:59.046290+00:00,system_metrics,network_out,3483.4362879174478,_result,4,dc-1,server-1
2025-09-04 16:41:29.046290+00:00,system_metrics,network_out,4195.115821989824,_result,4,dc-1,server-1
2025-09-04 16:41:59.046290+00:00,system_metrics,network_out,890.9416816866561,_result,4,dc-1,server-1
2025-09-04 16:42:29.046290+00:00,system_metrics,network_out,3652.9349746427242,_result,4,dc-1,server-1
2025-09-04 16:42:59.046290+00:00,system_metrics,network_out,4708.890908941603,_result,4,dc-1,server-1
2025-09-04 16:43:29.046290+00:00,system_metrics,network_out,622.2990824805779,_result,4,dc-1,server-1
2025-09-04 16:43:59.046290+00:00,system_metrics,network_out,2453.29778979088,_result,4,dc-1,server-1
2025-09-04 16:44:29.046290+00:00,system_metrics,network_out,3598.7747608948844,_result,4,dc-1,server-1
2025-09-04 16:44:59.046290+00:00,system_metrics,network_out,866.1105287216284,_result,4,dc-1,server-1
2025-09-04 16:45:29.046290+00:00,system_metrics,network_out,3304.152450412247,_result,4,dc-1,server-1
2025-09-04 16:45:59.046290+00:00,system_metrics,network_out,2218.057929250691,_result,4,dc-1,server-1
2025-09-04 16:46:29.046290+00:00,system_metrics,network_out,4108.774414656109,_result,4,dc-1,server-1
2025-09-04 16:46:59.046290+00:00,system_metrics,network_out,1442.3593372179203,_result,4,dc-1,server-1
2025-09-04 16:47:29.046290+00:00,system_metrics,network_out,1975.8591044403404,_result,4,dc-1,server-1
2025-09-04 16:47:59.046290+00:00,system_metrics,network_out,1501.9219302346107,_result,4,dc-1,server-1
2025-09-04 16:48:29.046290+00:00,system_metrics,network_out,2921.369679043076,_result,4,dc-1,server-1
2025-09-04 16:48:59.046290+00:00,system_metrics,network_out,1477.4453134833684,_result,4,dc-1,server-1
2025-09-04 16:49:29.046290+00:00,system_metrics,network_out,846.924589283237,_result,4,dc-1,server-1
2025-09-04 16:49:59.046290+00:00,system_metrics,network_out,2508.7264084409626,_result,4,dc-1,server-1
2025-09-04 16:50:29.046290+00:00,system_metrics,network_out,3770.4533176557347,_result,4,dc-1,server-1
2025-09-04 16:50:59.046290+00:00,system_metrics,network_out,1045.5995885614439,_result,4,dc-1,server-1
2025-09-04 16:26:59.046290+00:00,system_metrics,temperature,77.72581064028057,_result,5,dc-1,server-1
2025-09-04 16:27:29.046290+00:00,system_metrics,temperature,70.18847181261343,_result,5,dc-1,server-1
2025-09-04 16:27:59.046290+00:00,system_metrics,temperature,75.75439541869014,_result,5,dc-1,server-1
2025-09-04 16:28:29.046290+00:00,system_metrics,temperature,77.61842161624101,_result,5,dc-1,server-1
2025-09-04 16:28:59.046290+00:00,system_metrics,temperature,76.1204223255891,_result,5,dc-1,server-1
2025-09-04 16:29:29.046290+00:00,system_metrics,temperature,73.92522512916307,_result,5,dc-1,server-1
2025-09-04 16:29:59.046290+00:00,system_metrics,temperature,67.06188436698758,_result,5,dc-1,server-1
2025-09-04 16:30:29.046290+00:00,system_metrics,temperature,65.87898733612755,_result,5,dc-1,server-1
2025-09-04 16:30:59.046290+00:00,system_metrics,temperature,66.38093487185525,_result,5,dc-1,server-1
2025-09-04 16:31:29.046290+00:00,system_metrics,temperature,65.87305394210718,_result,5,dc-1,server-1
2025-09-04 16:31:59.046290+00:00,system_metrics,temperature,68.51687445630779,_result,5,dc-1,server-1
2025-09-04 16:32:29.046290+00:00,system_metrics,temperature,76.60325213546979,_result,5,dc-1,server-1
2025-09-04 16:32:59.046290+00:00,system_metrics,temperature,72.23957124925077,_result,5,dc-1,server-1
2025-09-04 16:33:29.046290+00:00,system_metrics,temperature,72.46948787109113,_result,5,dc-1,server-1
2025-09-04 16:33:59.046290+00:00,system_metrics,temperature,69.43925057178785,_result,5,dc-1,server-1
2025-09-04 16:34:29.046290+00:00,system_metrics,temperature,68.1316722503992,_result,5,dc-1,server-1
2025-09-04 16:34:59.046290+00:00,system_metrics,temperature,76.30509562344275,_result,5,dc-1,server-1
